airline,airlineID,sourceAirport,sourceAirportID,destAirport,destAirportID,codeshare,stops,equipment,distance
CA,751,KMG,3382,XMN,3383,Y,0,738,1534.3372232268882
CA,751,KMG,3382,YCU,6430,,0,738 737,1357.9576379527427
CA,751,KOW,6379,PEK,3364,,0,738,1590.78805320654
CA,751,KRL,6407,CTU,3395,,0,320,2015.1411737566025
CA,751,KRL,6407,HMI,6743,,0,737,633.1013818811971
CA,751,KTM,3125,CTU,3395,,0,319,1831.3179231051095
CA,751,KTM,3125,LXA,4097,,0,319 330,571.0197723594921
CA,751,KWE,3394,CAN,3370,,0,737,742.4204211448996
CA,751,KWE,3394,CGO,3375,Y,0,738,1113.8307642250481
CA,751,KWE,3394,CKG,3393,Y,0,738,354.02110479225524
CA,751,KWE,3394,CTU,3395,,0,320 321,528.6171723752445
CA,751,KWE,3394,HFE,3389,Y,0,738,1173.2635535941638
CA,751,KWE,3394,HGH,3386,,0,320 319,1394.3037637636323
CA,751,KWE,3394,KHN,3384,Y,0,733,932.0959449892058
CA,751,KWE,3394,KMG,3382,Y,0,738,419.14717130753723
CA,751,KWE,3394,NKG,3388,Y,0,738,1305.3253239127055
CA,751,KWE,3394,PEK,3364,,0,320 738,1756.2706866780659
CA,751,KWE,3394,PVG,3406,,0,320,1546.9016494300138
CA,751,KWE,3394,SHA,3391,,0,320,1505.6844657727904
CA,751,KWE,3394,SZX,3374,,0,321,830.6283462233475
CA,751,KWE,3394,TNA,4108,Y,0,738,1510.304551598697
CA,751,KWE,3394,WNZ,6392,,0,319,1396.8921405571707
CA,751,KWE,3394,WUH,3376,Y,0,738,862.8535950305077
CA,751,KWE,3394,XIY,3379,Y,0,738,898.9822837522016
CA,751,KWE,3394,XMN,3383,Y,0,737 738,1157.4241900234279
CA,751,KWE,3394,ZUH,6355,Y,0,738,835.2835110855945
CA,751,KWL,3372,CGO,3375,Y,0,738,1097.0675517723694
CA,751,KWL,3372,CKG,3393,Y,0,738,602.2546773291367
CA,751,KWL,3372,CTU,3395,,0,319,844.4688372455302
CA,751,KWL,3372,FOC,3385,Y,0,738,968.3409251399773
CA,751,KWL,3372,HGH,3386,,0,319 320,1164.2879828889204
CA,751,KWL,3372,NGB,3387,Y,0,738,1236.6558214394195
CA,751,KWL,3372,NKG,3388,Y,0,738,1126.0697619956982
CA,751,KWL,3372,PEK,3364,,0,321 738,1761.189964044844
CA,751,KWL,3372,PVG,3406,,0,320 321,1326.9496591421134
CA,751,KWL,3372,SZX,3374,Y,0,319,478.7016893077207
CA,751,KWL,3372,XIY,3379,,0,738,1033.6678050188182
CA,751,KWL,3372,XMN,3383,Y,0,738,819.2790715878506
CA,751,LHW,3378,CGO,3375,Y,0,738,950.7815659442821
CA,751,LHW,3378,CTU,3395,,0,320 319,660.824767001687
CA,751,LHW,3378,HGH,3386,,0,319,1707.4490357200445
CA,751,LHW,3378,PEK,3364,,0,738,1197.4621551546156
CA,751,LHW,3378,TNA,4108,Y,0,738,1211.9203431955648
CA,751,LHW,3378,TYN,3369,Y,0,738,809.8895221252059
CA,751,LHW,3378,URC,3399,Y,0,738,1594.3441714830503
CA,751,LHW,3378,XIY,3379,Y,0,738,518.370000019096
CA,751,LHW,3378,YCU,6430,Y,0,738,685.9370690780551
CA,751,LJG,4033,CKG,3393,,0,737,711.9027459800927
CA,751,LJG,4033,CTU,3395,,0,320,564.1709662419789
CA,751,LJG,4033,HGH,3386,,0,319,2009.8163100212369
CA,751,LJG,4033,PEK,3364,,0,320,2119.62248857123
CA,751,LXA,4097,CKG,3393,,0,319,1521.7658654202028
CA,751,LXA,4097,CTU,3395,,0,330 319,1263.3528240639637
CA,751,LXA,4097,KTM,3125,,0,319 330,571.0197723594921
CA,751,LXA,4097,PEK,3364,,0,319,2622.4579629474033
CA,751,LYI,6385,CAN,3370,,0,320,1386.9770549761674
CA,751,LYI,6385,SHE,4144,,0,320,855.8478233756246
CA,751,LZH,6356,PEK,3364,,0,738,1888.7060703349619
CA,751,LZO,6399,CAN,3370,,0,737,995.2802378565037
CA,751,LZY,6402,CTU,3395,,0,319,936.6210998462973
CA,751,MDG,3402,PEK,3364,,0,738,1174.8177468763622
CA,751,MFM,3121,CGO,3375,,0,320 319,1375.7066738163546
CA,751,MFM,3121,CKG,3393,,0,319 320,1090.936657400625
CA,751,MFM,3121,CTU,3395,,0,321 319 320,1341.0795571575102
CA,751,MFM,3121,HFE,3389,,0,320 321,1131.83443109938
CA,751,MFM,3121,HGH,3386,,0,321 320 319,1127.7527258624214
CA,751,MFM,3121,NGB,3387,,0,320 319,1160.0509763682508
CA,751,MFM,3121,NKG,3388,,0,321,1187.1808909639499
CA,751,MFM,3121,NNG,3373,,0,319 320 321,559.5840971637165
CA,751,MFM,3121,PEK,3364,,0,320 321 319,2013.689725976377
CA,751,MFM,3121,PVG,3406,,0,321,1289.8670185912788
CA,751,MFM,3121,SHA,3391,,0,321 320 319,1265.7009149683738
CA,751,MFM,3121,SHE,4144,,0,319,2355.8108077353645
CA,751,MFM,3121,TYN,3369,,0,320 319,1736.7950818546763
CA,751,MFM,3121,WUH,3376,,0,320,962.0289467205065
CA,751,MFM,3121,XMN,3383,,0,319 321,534.1027728047513
CA,751,MIG,6400,CGO,3375,Y,0,CR2,915.3854365395658
CA,751,MIG,6400,PEK,3364,,0,738,1435.5848942587495
CA,751,MIG,6400,SZX,3374,Y,0,320 738,1326.2382643347673
CA,751,MNL,2397,PEK,3364,,0,738,2875.9853924945683
CA,751,MWX,4189,PEK,3364,Y,0,321,1031.7414041059103
CA,751,NDG,6413,PEK,3364,,0,738,989.866357945298
CA,751,NGB,3387,CTU,3395,,0,319,1683.5816312962295
CA,751,NGB,3387,KWL,3372,Y,0,738,1236.6558214394195
CA,751,NGB,3387,MFM,3121,,0,320 319,1160.0509763682508
CA,751,NGB,3387,PEK,3364,,0,738,1223.1540121096282
CA,751,NGB,3387,TAO,3390,Y,0,738,723.1571733449769
CA,751,NGO,3942,PEK,3364,,0,738,1871.6537786843624
CA,751,NGO,3942,PVG,3406,,0,319,1456.8687598778026
CA,751,NKG,3388,CAN,3370,,0,738,1077.8013737050562
CA,751,NKG,3388,CGQ,4380,,0,320,1487.0688180684294
CA,751,NKG,3388,CKG,3393,,0,737 738,1188.7662294149957
CA,751,NKG,3388,CTU,3395,,0,321,1423.9540149608888
CA,751,NKG,3388,DLC,3404,,0,738,839.0072304227984
CA,751,NKG,3388,FOC,3385,Y,0,320 738,650.386847310567
CA,751,NKG,3388,HAK,4120,,0,320,1557.6829820860376
CA,751,NKG,3388,KMG,3382,Y,0,738,1721.6746832886968
CA,751,NKG,3388,KWE,3394,Y,0,738,1305.3253239127055
CA,751,NKG,3388,KWL,3372,Y,0,738,1126.0697619956982
CA,751,NKG,3388,MFM,3121,,0,321,1187.1808909639499
CA,751,NKG,3388,NNG,3373,,0,738,1464.508513743424
CA,751,NKG,3388,PEK,3364,,0,738 321,949.4601452876788
CA,751,NKG,3388,SHE,4144,Y,0,320,1174.6886943129207
CA,751,NKG,3388,SZX,3374,,0,738,1128.3173701937383
CA,751,NKG,3388,TAO,3390,Y,0,738,521.9847873455406
CA,751,NKG,3388,TYN,3369,Y,0,738,877.1834213427496
CA,751,NKG,3388,XIY,3379,Y,0,738,988.1357534999469
CA,751,NKG,3388,XMN,3383,,0,738,803.6022374820944
CA,751,NKG,3388,YNT,3392,Y,0,738,669.89840540049
CA,751,NNG,3373,CAN,3370,Y,0,738,531.9367548521136
CA,751,NNG,3373,CGO,3375,,0,320,1434.7944601259032
CA,751,NNG,3373,CTU,3395,,0,321,980.508989428873
CA,751,NNG,3373,HGH,3386,,0,319,1484.661994788284
CA,751,NNG,3373,MFM,3121,,0,319 320 321,559.5840971637165
CA,751,NNG,3373,NKG,3388,,0,738,1464.508513743424
CA,751,NNG,3373,PEK,3364,,0,321 738,2098.0688855005533
CA,751,NNG,3373,SYX,4030,Y,0,320,495.8516657289165
CA,751,NNG,3373,SZX,3374,Y,0,738,578.7543458240308
CA,751,NNG,3373,WUH,3376,Y,0,738,1088.4979407839191
CA,751,NNG,3373,XIY,3379,Y,0,320,1317.6255227048503
CA,751,NNG,3373,XMN,3383,Y,0,738,1036.954019209612
CA,751,NNG,3373,ZUH,6355,,0,738,539.4897716744991
CA,751,NRT,2279,CAN,3370,Y,0,763,2944.4278124972384
CA,751,NRT,2279,CTU,3395,Y,0,763,3420.2427953074643
CA,751,NRT,2279,DLC,3404,,0,738,1699.92055278586
CA,751,NRT,2279,HGH,3386,Y,0,737,1955.6268021163924
CA,751,NRT,2279,PEK,3364,,0,320 321 738,2135.208018529381
CA,751,NRT,2279,PVG,3406,,0,738 321,1795.524779509462
CA,751,NRT,2279,SHE,4144,Y,0,737,1602.065914672369
CA,751,NRT,2279,TAO,3390,Y,0,763,1797.562628466058
CA,751,NRT,2279,XMN,3383,Y,0,763,2468.252584598308
CA,751,OKA,2384,PEK,3364,,0,738,1852.3844895342938
CA,751,PEK,3364,BAV,6346,,0,738 737,560.938185529102
CA,751,PEK,3364,BHY,6351,,0,738,2173.9833985777414
CA,751,PEK,3364,BKK,3885,,0,738,3317.0535542307775
CA,751,PEK,3364,CAN,3370,,0,321 777 772 738 773 744 333,1881.0350282686452
CA,751,PEK,3364,CGO,3375,,0,738,664.123297942163
CA,751,PEK,3364,CGQ,4380,,0,330 738 321 320,867.8172248120507
CA,751,PEK,3364,CHG,6772,,0,737,362.2718026033493
CA,751,PEK,3364,CIF,6342,,0,738,308.5773388864487
CA,751,PEK,3364,CJJ,6008,Y,0,321,1021.0668385778212
CA,751,PEK,3364,CKG,3393,,0,330 737 738 321 773,1464.0097081882318
CA,751,PEK,3364,CNX,3931,,0,738,2908.2378242492027
CA,751,PEK,3364,CSX,3371,,0,321 738,1357.690620582512
CA,751,PEK,3364,CTS,2287,,0,738,2106.621766295313
CA,751,PEK,3364,CTU,3395,,0,321 330 777 333 320 738,1556.0636495367114
CA,751,PEK,3364,CZX,4109,,0,738,951.6064726126209
CA,751,PEK,3364,DAT,6344,,0,738,264.03795338294714
CA,751,PEK,3364,DAX,6397,,0,737,1292.8550022424292
CA,751,PEK,3364,DDG,6433,,0,738,655.2941868543764
CA,751,PEK,3364,DEL,3093,,0,333,3808.9386118049733
CA,751,PEK,3364,DLC,3404,,0,738,442.545727044685
CA,751,PEK,3364,DQA,9845,,0,738,1012.2381848040354
CA,751,PEK,3364,DSN,6434,,0,738,578.1106101454793
CA,751,PEK,3364,DXB,2188,,0,333,5845.0905333986
CA,751,PEK,3364,DYG,6353,,0,737 738,1342.9678990490577
CA,751,PEK,3364,FNJ,3377,,0,737,783.2417538649773
CA,751,PEK,3364,FOC,3385,,0,738,1598.526226681846
CA,751,PEK,3364,FUG,7503,,0,737,803.967495396511
CA,751,PEK,3364,GMP,2378,,0,738 333,926.9579891711427
CA,751,PEK,3364,GYS,6398,,0,737,1295.7580182343413
CA,751,PEK,3364,HAK,4120,,0,321,2314.8324608004186
CA,751,PEK,3364,HET,6345,,0,738 737 321,411.73667810536625
CA,751,PEK,3364,HFE,3389,,0,738 321,925.149008806817
CA,751,PEK,3364,HGH,3386,,0,321 330 320 738,1149.5401368323649
CA,751,PEK,3364,HKG,3077,,0,320 321 744 333 772,1992.04549824652
CA,751,PEK,3364,HKT,3179,,0,738,3990.4283573122216
CA,751,PEK,3364,HLD,3366,,0,738 737,1046.256370962874
CA,751,PEK,3364,HLH,6349,,0,737,809.4969635123712
CA,751,PEK,3364,HMI,6743,,0,737,1927.9479599747403
CA,751,PEK,3364,HND,2359,,0,330 321,2092.2002244742403
CA,751,PEK,3364,HRB,3400,,0,321 738,999.1342603569897
CA,751,PEK,3364,HYN,6384,,0,738,1355.184481592981
CA,751,PEK,3364,ICN,3930,,0,330 738,902.6115904271389
CA,751,PEK,3364,JDZ,6380,,0,738,1195.6127434161917
CA,751,PEK,3364,JGS,6428,,0,738,1480.2088232931017
CA,751,PEK,3364,JIU,6381,Y,0,737,1181.1737679796183
CA,751,PEK,3364,JMU,6411,,0,738,1346.185026589966
CA,751,PEK,3364,KHN,3384,,0,321 738,1248.6300520267973
CA,751,PEK,3364,KIX,3992,,0,738 321,1762.7959641874384
CA,751,PEK,3364,KMG,3382,,0,738,2094.6436276485624
CA,751,PEK,3364,KOW,6379,,0,738,1590.78805320654
CA,751,PEK,3364,KWE,3394,,0,738 320,1756.2706866780659
CA,751,PEK,3364,KWL,3372,,0,321 738,1761.189964044844
CA,751,PEK,3364,LHW,3378,,0,738,1197.4621551546156
CA,751,PEK,3364,LJG,4033,,0,320,2119.62248857123
CA,751,PEK,3364,LXA,4097,,0,319,2622.4579629474033
CA,751,PEK,3364,LZH,6356,,0,738,1888.7060703349619
CA,751,PEK,3364,MDG,3402,,0,738,1174.8177468763622
CA,751,PEK,3364,MFM,3121,,0,321 320 319,2013.689725976377
CA,751,PEK,3364,MIG,6400,,0,738,1435.5848942587495
CA,751,PEK,3364,MNL,2397,,0,738,2875.9853924945683
CA,751,PEK,3364,MWX,4189,Y,0,321,1031.7414041059103
CA,751,PEK,3364,NDG,6413,,0,738,989.866357945298
CA,751,PEK,3364,NGB,3387,,0,738,1223.1540121096282
CA,751,PEK,3364,NGO,3942,,0,738,1871.6537786843624
CA,751,PEK,3364,NKG,3388,,0,321 738,949.4601452876788
CA,751,PEK,3364,NNG,3373,,0,321 738,2098.0688855005533
CA,751,PEK,3364,NRT,2279,,0,321 738 320,2135.208018529381
CA,751,PEK,3364,OKA,2384,,0,738,1852.3844895342938
CA,751,PEK,3364,PUS,2372,,0,738,1215.1654782002572
CA,751,PEK,3364,PVG,3406,,0,777 330 738,1099.5209790282115
CA,751,PEK,3364,REP,3035,,0,737,3217.0734787726074
CA,751,PEK,3364,RGN,3239,,0,738,3243.559588665953
CA,751,PEK,3364,RLK,8630,,0,738,753.164429286282
CA,751,PEK,3364,SGN,3205,,0,737,3397.6549997232537
CA,751,PEK,3364,SHA,3391,,0,320 773 744 738 333 330,1076.4858331694188
CA,751,PEK,3364,SHE,4144,,0,321 320 738,605.2782618524984
CA,751,PEK,3364,SIN,3316,,0,333,4490.606170189184
CA,751,PEK,3364,SWA,4302,,0,738,1837.8569486180631
CA,751,PEK,3364,SYX,4030,,0,321 330,2517.3457127852175
CA,751,PEK,3364,SZX,3374,,0,772 738 333 330 777 321,1956.8420340623252
CA,751,PEK,3364,TAE,2381,,0,738,1154.2665885528459
CA,751,PEK,3364,TAO,3390,,0,321 738,537.9896148702006
CA,751,PEK,3364,TGO,6348,,0,737,604.6948144872647
CA,751,PEK,3364,TLV,1590,Y,0,763,7140.501141890261
CA,751,PEK,3364,TNA,4108,Y,0,738,362.5530858957341
CA,751,PEK,3364,TPE,2276,,0,333 77W 744,1723.3920361163061
CA,751,PEK,3364,TXN,6387,,0,738,1160.491372621009
CA,751,PEK,3364,TYN,3369,,0,738,429.4808464288646
CA,751,PEK,3364,ULN,3380,,0,738,1165.4720350268315
CA,751,PEK,3364,URC,3399,,0,738 772 321,2430.0574194934675
CA,751,PEK,3364,WNZ,6392,,0,738 320 319,1408.5352860501146
CA,751,PEK,3364,WUA,6955,,0,738,834.5078680495137
CA,751,PEK,3364,WUH,3376,,0,320,1055.7747677693294
CA,751,PEK,3364,WUX,6390,,0,738,1015.409741426245
CA,751,PEK,3364,XFN,6360,,0,738,962.0634526720136
CA,751,PEK,3364,XIL,6350,,0,738,429.56039041089366
CA,751,PEK,3364,XIY,3379,,0,738 333 321,933.540731823583
CA,751,PEK,3364,XMN,3383,,0,738 321,1733.528397074862
CA,751,PEK,3364,XNN,6366,,0,738,1327.1698215411623
CA,751,PEK,3364,YBP,4110,,0,737,1667.696219556253
CA,751,PEK,3364,YCU,6430,,0,738,737.2534978755668
CA,751,PEK,3364,YIC,9107,Y,0,320,1381.151296124265
CA,751,PEK,3364,YIH,6361,,0,738,1155.2765761840556
CA,751,PEK,3364,YIW,6394,,0,738,1234.3106661151821
CA,751,PEK,3364,YNJ,6414,,0,738,1114.8837265306286
CA,751,PEK,3364,YNT,3392,,0,738,510.8238121385678
CA,751,PEK,3364,YNZ,6393,,0,737,806.8834247515
CA,751,PEK,3364,YTY,8876,,0,738,881.5695395593254
CA,751,PEK,3364,ZHA,6357,,0,738,2179.170190158175
CA,751,PEK,3364,ZUH,6355,,0,738 321,2032.422746136616
CA,751,PEK,3364,ZYI,9846,,0,738,1644.6260991446325
CA,751,PUS,2372,HGH,3386,Y,0,320,966.8841246675612
CA,751,PUS,2372,PEK,3364,,0,738,1215.1654782002572
CA,751,PVG,3406,CAN,3370,,0,340 330 321,1203.0866878533213
CA,751,PVG,3406,CKG,3393,,0,737 738,1461.2107347843464
CA,751,PVG,3406,CTU,3395,,0,340 320 319 321 330,1703.886492923019
CA,751,PVG,3406,DLC,3404,,0,738,870.1354947402104
CA,751,PVG,3406,FUK,2305,,0,320,855.9234479282959
CA,751,PVG,3406,HET,6345,,0,321,1402.0754945652197
CA,751,PVG,3406,JJN,6386,,0,320,773.0352733143799
CA,751,PVG,3406,JZH,4301,,0,319,1717.389282390238
CA,751,PVG,3406,KHN,3384,Y,0,320,622.3734706464306
CA,751,PVG,3406,KIX,3992,,0,330 320,1307.112791942178
CA,751,PVG,3406,KMG,3382,,0,738,1965.964666621051
CA,751,PVG,3406,KWE,3394,,0,320,1546.9016494300138
CA,751,PVG,3406,KWL,3372,,0,320 321,1326.9496591421134
CA,751,PVG,3406,MFM,3121,,0,321,1289.8670185912788
CA,751,PVG,3406,NGO,3942,,0,319,1456.8687598778026
CA,751,PVG,3406,NRT,2279,,0,321 738,1795.524779509462
CA,751,PVG,3406,PEK,3364,,0,777 330 738,1099.5209790282115
CA,751,PVG,3406,SDJ,2347,,0,738,1908.8497916095293
CA,751,PVG,3406,SZX,3374,,0,321 320,1233.0518668222153
CA,751,PVG,3406,TAO,3390,Y,0,738,584.7736857343846
CA,751,PVG,3406,TPE,2276,,0,744 340 77W,676.8001661591188
CA,751,PVG,3406,WNZ,6392,,0,319 320,370.92966242850736
CA,751,PVG,3406,XIY,3379,,0,321 320,1273.0826047789851
CA,751,PVG,3406,YNT,3392,Y,0,738,697.0248658174298
CA,751,PZI,6435,CTU,3395,,0,319,495.63007549118896
CA,751,REP,3035,PEK,3364,,0,737,3217.0734787726074
CA,751,RGN,3239,KMG,3382,,0,319,1151.8111745601416
CA,751,RGN,3239,PEK,3364,,0,738,3243.559588665953
CA,751,RLK,8630,PEK,3364,,0,738,753.164429286282
CA,751,SDJ,2347,PVG,3406,,0,738,1908.8497916095293
CA,751,SGN,3205,PEK,3364,,0,737,3397.6549997232537
CA,751,SHA,3391,CAN,3370,,0,738,1175.5994647125106
CA,751,SHA,3391,CKG,3393,,0,737,1416.9102595688012
CA,751,SHA,3391,CTU,3395,,0,333,1659.0559626963172
CA,751,SHA,3391,HND,2359,Y,0,777,1776.7054647900393
CA,751,SHA,3391,JDZ,6380,Y,0,320,449.7843200211518
CA,751,SHA,3391,KWE,3394,,0,320,1505.6844657727904
CA,751,SHA,3391,MFM,3121,,0,321 320 319,1265.7009149683738
CA,751,SHA,3391,PEK,3364,,0,330 744 773 738 333 320,1076.4858331694188
CA,751,SHA,3391,SZX,3374,Y,0,738,1208.435773822847
CA,751,SHA,3391,TAO,3390,Y,0,738,570.5258284395957
CA,751,SHA,3391,TNA,4108,Y,0,738,734.7503665913757
CA,751,SHA,3391,TSA,2275,,0,333 738,681.7866070628403
CA,751,SHA,3391,TSN,3368,,0,738,952.8186611032573
CA,751,SHA,3391,YNT,3392,Y,0,738,689.8388052335691
CA,751,SHE,4144,CAN,3370,Y,0,320,2238.4901127903145
CA,751,SHE,4144,CGO,3375,,0,320,1155.7703389972623
CA,751,SHE,4144,CTU,3395,,0,321,2134.8229959291966
CA,751,SHE,4144,CZX,4109,Y,0,320,1129.7313253722114
CA,751,SHE,4144,HET,6345,Y,0,320,977.946729115369
CA,751,SHE,4144,HGH,3386,Y,0,320,1297.8745895944992
CA,751,SHE,4144,LYI,6385,,0,320,855.8478233756246
CA,751,SHE,4144,MFM,3121,,0,319,2355.8108077353645
CA,751,SHE,4144,NKG,3388,Y,0,320,1174.6886943129207
CA,751,SHE,4144,NRT,2279,Y,0,737,1602.065914672369
CA,751,SHE,4144,PEK,3364,,0,321 320 738,605.2782618524984
CA,751,SHE,4144,SZX,3374,Y,0,320,2296.9116277759754
CA,751,SHE,4144,TAO,3390,Y,0,738 343,655.096819531398
CA,751,SHE,4144,TNA,4108,Y,0,738,757.2410116420772
CA,751,SHE,4144,TYN,3369,Y,0,320,1023.6800406850958
CA,751,SHE,4144,WNZ,6392,,0,320,1545.0179900118612
CA,751,SHE,4144,WUH,3376,Y,0,738,1464.1198253468956
CA,751,SHE,4144,WUX,6390,Y,0,738 320,1160.394499910241
CA,751,SHE,4144,XIY,3379,Y,0,320,1514.6229573363105
CA,751,SIN,3316,CTU,3395,,0,320,3250.0436485534974
CA,751,SIN,3316,PEK,3364,,0,333,4490.606170189184
CA,751,SIN,3316,SZX,3374,Y,0,738,2594.008744465215
CA,751,SJW,6347,CKG,3393,Y,0,738,1206.217195518794
CA,751,SJW,6347,TAO,3390,Y,0,738,549.8759564399471
CA,751,SJW,6347,YNT,3392,Y,0,738,594.1008994070173
CA,751,SWA,4302,CTU,3395,,0,319,1466.7963611803455
CA,751,SWA,4302,PEK,3364,,0,738,1837.8569486180631
CA,751,SYX,4030,CTU,3395,,0,320 319,1472.1759905543827
CA,751,SYX,4030,NNG,3373,Y,0,320,495.8516657289165
CA,751,SYX,4030,PEK,3364,,0,321 330,2517.3457127852175
CA,751,SYX,4030,SZX,3374,Y,0,320,665.0912514509462
CA,751,SYX,4030,TYN,3369,,0,738,2184.588606153809
CA,751,SYX,4030,WNZ,6392,,0,320,1582.7051832990642
CA,751,SYX,4030,WUX,6390,Y,0,320,1837.554042332745
CA,751,SYX,4030,XMN,3383,Y,0,CR2,1137.6305049167095
CA,751,SZX,3374,BKK,3885,Y,0,738,1700.4363835998615
CA,751,SZX,3374,CGO,3375,Y,0,320 738,1321.0434008659176
CA,751,SZX,3374,CGQ,4380,Y,0,320 738,2612.0748781817933
CA,751,SZX,3374,CKG,3393,,0,738 737,1063.1456741956613
CA,751,SZX,3374,CTU,3395,,0,319 321,1318.272030715979
CA,751,SZX,3374,CZX,4109,Y,0,320,1187.990774419212
CA,751,SZX,3374,DAX,6397,,0,319,1136.0381528343082
CA,751,SZX,3374,DLC,3404,Y,0,738,1957.714013610912
CA,751,SZX,3374,GYS,6398,,0,319,1346.2114445960403
CA,751,SZX,3374,HAK,4120,Y,0,320 738 319,459.35454779037326
CA,751,SZX,3374,HFE,3389,Y,0,738 320,1073.0867137741209
CA,751,SZX,3374,HGH,3386,,0,319 320,1070.5068916047026
CA,751,SZX,3374,HRB,3400,Y,0,320 738,2792.609748713462
CA,751,SZX,3374,HYN,6384,,0,738,1008.1111251071401
CA,751,SZX,3374,JDZ,6380,Y,0,320,817.1976736404605
CA,751,SZX,3374,JJN,6386,,0,320,542.3693680510805
CA,751,SZX,3374,JUZ,6382,Y,0,320,868.2377061358877
CA,751,SZX,3374,KHN,3384,Y,0,320 319,723.1390303903246
CA,751,SZX,3374,KMG,3382,Y,0,738,1139.4861454234965
CA,751,SZX,3374,KWE,3394,,0,321,830.6283462233475
CA,751,SZX,3374,KWL,3372,Y,0,319,478.7016893077207
CA,751,SZX,3374,MIG,6400,Y,0,320 738,1326.2382643347673
CA,751,SZX,3374,NKG,3388,,0,738,1128.3173701937383
CA,751,SZX,3374,NNG,3373,Y,0,738,578.7543458240308
CA,751,SZX,3374,PEK,3364,,0,777 333 772 738 330 321,1956.8420340623252
CA,751,SZX,3374,PVG,3406,,0,321 320,1233.0518668222153
CA,751,SZX,3374,SHA,3391,Y,0,738,1208.435773822847
CA,751,SZX,3374,SHE,4144,Y,0,320,2296.9116277759754
CA,751,SZX,3374,SIN,3316,Y,0,738,2594.008744465215
CA,751,SZX,3374,SYX,4030,Y,0,320,665.0912514509462
CA,751,SZX,3374,TAO,3390,Y,0,320 738,1641.9167906111488
CA,751,SZX,3374,TNA,4108,Y,0,738,1614.4284508448006
CA,751,SZX,3374,TSN,3368,,0,738,1863.401987181477
CA,751,SZX,3374,TYN,3369,,0,738,1683.6865945903198
CA,751,SZX,3374,WNZ,6392,Y,0,738,918.8499606676974
CA,751,SZX,3374,WUH,3376,,0,320,906.4827238512352
CA,751,SZX,3374,WUX,6390,,0,738,1182.0751306276945
CA,751,SZX,3374,XFN,6360,Y,0,319,1068.1574057018038
CA,751,SZX,3374,XIY,3379,Y,0,320,1402.2873993640076
CA,751,SZX,3374,XMN,3383,Y,0,320,488.19360733234305
CA,751,SZX,3374,YBP,4110,,0,319,1152.9318793623556
CA,751,SZX,3374,YCU,6430,Y,0,320,1413.3433384650837
CA,751,SZX,3374,YIC,9107,Y,0,320,576.276378294366
CA,751,SZX,3374,YIH,6361,Y,0,320,910.2715885770297
CA,751,SZX,3374,YNT,3392,Y,0,738,1793.9826519804844
CA,751,SZX,3374,ZHA,6357,Y,0,738,389.81199828406653
CA,751,TAE,2381,PEK,3364,,0,738,1154.2665885528459
CA,751,TAO,3390,CAN,3370,Y,0,738,1584.5776582097155
CA,751,TAO,3390,CGO,3375,Y,0,738,623.0600849936363
CA,751,TAO,3390,CGQ,4380,,0,319,970.3938014299988
CA,751,TAO,3390,CKG,3393,Y,0,738,1470.9724563184936
CA,751,TAO,3390,CTU,3395,,0,321,1647.705364687689
CA,751,TAO,3390,DLC,3404,Y,0,738 CR2,317.22667192486597
CA,751,TAO,3390,HFE,3389,Y,0,738,573.6661276560088
CA,751,TAO,3390,HGH,3386,,0,319 320,671.2626571877586
CA,751,TAO,3390,HRB,3400,Y,0,738,1150.7897771469975
CA,751,TAO,3390,ICN,3930,,0,321 738,556.7906002477667
CA,751,TAO,3390,JNZ,6412,Y,0,CR7,540.9609696350041
CA,751,TAO,3390,KHN,3384,Y,0,737 320,923.302883186017
CA,751,TAO,3390,KIX,3992,Y,0,763,1362.688133911869
CA,751,TAO,3390,NGB,3387,Y,0,738,723.1571733449769
CA,751,TAO,3390,NKG,3388,Y,0,738,521.9847873455406
CA,751,TAO,3390,NRT,2279,Y,0,763,1797.562628466058
CA,751,TAO,3390,PEK,3364,,0,738 321,537.9896148702006
CA,751,TAO,3390,PVG,3406,Y,0,738,584.7736857343846
CA,751,TAO,3390,SHA,3391,Y,0,738,570.5258284395957
CA,751,TAO,3390,SHE,4144,Y,0,738 343,655.096819531398
CA,751,TAO,3390,SJW,6347,Y,0,738,549.8759564399471
CA,751,TAO,3390,SZX,3374,Y,0,320 738,1641.9167906111488
CA,751,TAO,3390,TSN,3368,Y,0,738 CR7,414.66558619199446
CA,751,TAO,3390,TYN,3369,Y,0,738,707.017818270202
CA,751,TAO,3390,WNZ,6392,Y,0,738,929.9979998960484
CA,751,TAO,3390,WUH,3376,Y,0,738,835.246131153318
CA,751,TAO,3390,WUS,6391,Y,0,738,978.1377785028167
CA,751,TAO,3390,XIY,3379,Y,0,737 738,1072.4901186417776
CA,751,TAO,3390,XMN,3383,Y,0,738,1320.99035518162
CA,751,TAO,3390,YCU,6430,Y,0,738,853.006033420591
CA,751,TAO,3390,YNJ,6414,Y,0,737,1069.5802042908256
CA,751,TGO,6348,PEK,3364,,0,737,604.6948144872647
CA,751,TLV,1590,PEK,3364,Y,0,763,7140.501141890261
CA,751,TNA,4108,CAN,3370,Y,0,738,1543.4537056220515
CA,751,TNA,4108,CGO,3375,Y,0,CR2 738,400.5268393580998
CA,751,TNA,4108,CGQ,4380,Y,0,738,1068.4267192750676
CA,751,TNA,4108,CKG,3393,Y,0,738,1261.8565441177855
