airportID,airportName,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,DST,tz_olson,type,source
1197,Larnaca International Airport,Larnaca,Cyprus,LCA,LCLK,34.875099182128906,33.624900817871094,8,2,E,Asia/Nicosia,airport,OurAirports
1198,Paphos International Airport,Paphos,Cyprus,PFO,LCPH,34.71799850463867,32.48569869995117,41,2,E,Asia/Nicosia,airport,OurAirports
1590,Ben Gurion International Airport,Tel-aviv,Israel,TLV,LLBG,32.01139831542969,34.88669967651367,135,2,E,Asia/Jerusalem,airport,OurAirports
1591,Beersheba (Teyman) Airport,Beer-sheba,Israel,BEV,LLBS,31.287000656128,34.722999572754,656,2,E,Asia/Jerusalem,airport,OurAirports
1594,Eilat Airport,Elat,Israel,ETH,LLET,29.56130027770996,34.96009826660156,42,2,E,Asia/Jerusalem,airport,OurAirports
1595,Ein Yahav Airfield,Eyn-yahav,Israel,EIY,LLEY,30.621700286865234,35.20330047607422,-164,2,E,Asia/Jerusalem,airport,OurAirports
1596,Haifa International Airport,Haifa,Israel,HFA,LLHA,32.80939865112305,35.04309844970703,28,2,E,Asia/Jerusalem,airport,OurAirports
1598,Ben Ya'akov Airport,Rosh Pina,Israel,RPN,LLIB,32.98099899291992,35.5718994140625,922,2,E,Asia/Jerusalem,airport,OurAirports
1600,Bar Yehuda Airfield,Metzada,Israel,MTZ,LLMZ,31.32819938659668,35.38859939575195,-1266,2,E,Asia/Jerusalem,airport,OurAirports
1601,Nevatim Air Base,Nevatim,Israel,VTM,LLNV,31.208299636799996,35.012298584,1330,2,E,Asia/Jerusalem,airport,OurAirports
1602,Ovda International Airport,Ovda,Israel,VDA,LLOV,29.94029998779297,34.93579864501953,1492,2,E,Asia/Jerusalem,airport,OurAirports
1604,Ramon Air Base,Ramon,Israel,MIP,LLRM,30.776100158691406,34.66669845581055,2126,2,E,Asia/Jerusalem,airport,OurAirports
1605,Sde Dov Airport,Tel-aviv,Israel,SDV,LLSD,32.11470031738281,34.78219985961914,43,2,E,Asia/Jerusalem,airport,OurAirports
2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206,4.5,U,Asia/Kabul,airport,OurAirports
2049,Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979934692383,70.49859619140625,1814,4.5,U,Asia/Kabul,airport,OurAirports
2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877,4.5,U,Asia/Kabul,airport,OurAirports
2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192383,65.8478012084961,3337,4.5,U,Asia/Kabul,airport,OurAirports
2052,Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139160156,64.76090240478516,2743,4.5,U,Asia/Kabul,airport,OurAirports
2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284,4.5,U,Asia/Kabul,airport,OurAirports
2054,Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002014,62.2610015869,3773,4.5,U,Asia/Kabul,airport,OurAirports
2056,Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.66510009765625,68.91079711914062,1457,4.5,U,Asia/Kabul,airport,OurAirports
2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6,3,U,Asia/Bahrain,airport,OurAirports
2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.240400314299997,42.65660095210001,6858,3,U,Asia/Riyadh,airport,OurAirports
2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.485198974609375,588,3,U,Asia/Riyadh,airport,OurAirports
2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.2961006165,41.6343002319,5486,3,U,Asia/Riyadh,airport,OurAirports
2062,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945,3887,3,U,Asia/Riyadh,airport,OurAirports
2064,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72,3,U,Asia/Riyadh,airport,OurAirports
2065,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.265399932900003,50.152000427199994,84,3,U,Asia/Riyadh,airport,OurAirports
2066,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691406,42.58580017089844,20,3,U,Asia/Riyadh,airport,OurAirports
2067,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.302799224853516,43.77439880371094,2126,3,U,Asia/Riyadh,airport,OurAirports
2068,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672,3,U,Asia/Riyadh,airport,OurAirports
2069,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331,3,U,Asia/Riyadh,airport,OurAirports
2070,Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,27.038999557495117,49.40510177612305,26,3,U,Asia/Riyadh,airport,OurAirports
2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48,3,U,Asia/Riyadh,airport,OurAirports
2073,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,27.9009,45.528198,1352,3,U,Asia/Riyadh,airport,OurAirports
2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151,3,U,Asia/Riyadh,airport,OurAirports
2075,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168,3982,3,U,Asia/Riyadh,airport,OurAirports
2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174,3,U,Asia/Riyadh,airport,OurAirports
2081,Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,OERF,29.626399993896484,43.4906005859375,1474,3,U,Asia/Riyadh,airport,OurAirports
2082,King Khaled International Airport,Riyadh,Saudi Arabia,RUH,OERK,24.957599639892578,46.69879913330078,2049,3,U,Asia/Riyadh,airport,OurAirports
2084,Arar Domestic Airport,Arar,Saudi Arabia,RAE,OERR,30.906600952148438,41.13819885253906,1813,3,U,Asia/Riyadh,airport,OurAirports
2086,Sharurah Airport,Sharurah,Saudi Arabia,SHW,OESH,17.466899871826172,47.12139892578125,2363,3,U,Asia/Riyadh,airport,OurAirports
2088,Sulayel Airport,Sulayel,Saudi Arabia,SLF,OESL,20.46470069885254,45.619598388671875,2021,3,U,Asia/Riyadh,airport,OurAirports
2089,Tabuk Airport,Tabuk,Saudi Arabia,TUU,OETB,28.3654,36.6189,2551,3,U,Asia/Riyadh,airport,OurAirports
2090,Ta’if Regional Airport,Taif,Saudi Arabia,TIF,OETF,21.483001,40.543442,4848,3,U,Asia/Riyadh,airport,OurAirports
2093,Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,OETR,31.692188,38.731544,2803,3,U,Asia/Riyadh,airport,OurAirports
2095,Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,OEWJ,26.19860076904297,36.47639846801758,66,3,U,Asia/Riyadh,airport,OurAirports
2096,Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,OEYN,24.144199,38.0634,26,3,U,Asia/Riyadh,airport,OurAirports
2097,Abadan Airport,Abadan,Iran,ABD,OIAA,30.371099472,48.2282981873,10,3.5,E,Asia/Tehran,airport,OurAirports
2098,Dezful Airport,Dezful,Iran,DEF,OIAD,32.434399,48.397598,474,3.5,E,Asia/Tehran,airport,OurAirports
2099,Aghajari Airport,Aghajari,Iran,AKW,OIAG,30.7444,49.6772,88,3.5,E,Asia/Tehran,airport,OurAirports
2100,Gachsaran Airport,Gachsaran,Iran,GCH,OIAH,30.337600708,50.827999115,2414,3.5,E,Asia/Tehran,airport,OurAirports
2102,Omidiyeh Airport,Omidyeh,Iran,OMI,OIAJ,30.8351993560791,49.5349006652832,85,3.5,E,Asia/Tehran,airport,OurAirports
2103,Mahshahr Airport,Bandar Mahshahr,Iran,MRX,OIAM,30.55620002746582,49.15190124511719,8,3.5,E,Asia/Tehran,airport,OurAirports
2104,Ahwaz Airport,Ahwaz,Iran,AWZ,OIAW,31.337400436399996,48.7620010376,66,3.5,E,Asia/Tehran,airport,OurAirports
2105,Abu Musa Island Airport,Abumusa I.,Iran,AEU,OIBA,25.8757,55.033001,23,3.5,E,Asia/Tehran,airport,OurAirports
2106,Bushehr Airport,Bushehr,Iran,BUZ,OIBB,28.9447994232,50.8345985413,68,3.5,E,Asia/Tehran,airport,OurAirports
2109,Kish International Airport,Kish Island,Iran,KIH,OIBK,26.5261993408,53.980201721200004,101,3.5,E,Asia/Tehran,airport,OurAirports
2110,Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,OIBL,26.531999588,54.824798584,67,3.5,E,Asia/Tehran,airport,OurAirports
2111,Khark Island Airport,Khark Island,Iran,KHK,OIBQ,29.260299682617188,50.32389831542969,17,3.5,E,Asia/Tehran,airport,OurAirports
2112,Sirri Island Airport,Siri Island,Iran,SXI,OIBS,25.908899307250977,54.539398193359375,43,3.5,E,Asia/Tehran,airport,OurAirports
2113,Lavan Island Airport,Lavan Island,Iran,LVP,OIBV,26.810300827026367,53.356300354003906,76,3.5,E,Asia/Tehran,airport,OurAirports
2114,Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,OICC,34.3459014893,47.1581001282,4307,3.5,E,Asia/Tehran,airport,OurAirports
2117,Sanandaj Airport,Sanandaj,Iran,SDG,OICS,35.24589920043945,47.00920104980469,4522,3.5,E,Asia/Tehran,airport,OurAirports
2118,Hesa Airport,Daran,Iran,IFH,OIFE,32.92890167236328,51.561100006103516,5256,3.5,E,Asia/Tehran,airport,OurAirports
2120,Kashan Airport,Kashan,Iran,KKS,OIFK,33.895302,51.577,3465,3.5,E,Asia/Tehran,airport,OurAirports
2121,Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,OIFM,32.75080108642578,51.86130142211914,5059,3.5,E,Asia/Tehran,airport,OurAirports
2123,Sardar-e-Jangal Airport,Rasht,Iran,RAS,OIGG,37.323333,49.617778,-40,3.5,E,Asia/Tehran,airport,OurAirports
2125,Arak Airport,Arak,Iran,AJK,OIHR,34.138099670410156,49.8473014831543,5440,3.5,E,Asia/Tehran,airport,OurAirports
2131,Mehrabad International Airport,Teheran,Iran,THR,OIII,35.68920135498047,51.31340026855469,3962,3.5,E,Asia/Tehran,airport,OurAirports
2132,Qazvin Airport,Ghazvin,Iran,GZW,OIIK,36.240101,50.0471,4184,3.5,E,Asia/Tehran,airport,OurAirports
2134,Bandar Abbas International Airport,Bandar Abbas,Iran,BND,OIKB,27.218299865722656,56.37779998779297,22,3.5,E,Asia/Tehran,airport,OurAirports
2135,Jiroft Airport,Jiroft,Iran,JYR,OIKJ,28.726900100699996,57.67029953,2663,3.5,E,Asia/Tehran,airport,OurAirports
2136,Kerman Airport,Kerman,Iran,KER,OIKK,30.274400711099997,56.9510993958,5741,3.5,E,Asia/Tehran,airport,OurAirports
2138,Havadarya Airport,Bandar Abbas,Iran,HDR,OIKP,27.158300399780273,56.17250061035156,19,3.5,E,Asia/Tehran,airport,OurAirports
2141,Sirjan Airport,Sirjan,Iran,SYJ,OIKY,29.550899505615234,55.672698974609375,5846,3.5,E,Asia/Tehran,airport,OurAirports
2142,Birjand Airport,Birjand,Iran,XBJ,OIMB,32.898101806640625,59.2661018371582,4952,3.5,E,Asia/Tehran,airport,OurAirports
2143,Sarakhs Airport,Sarakhs,Iran,CKT,OIMC,36.50120162963867,61.06489944458008,945,3.5,E,Asia/Tehran,airport,OurAirports
2144,Shahroud Airport,Emam Shahr,Iran,RUD,OIMJ,36.4253005981,55.104198455799995,4215,3.5,E,Asia/Tehran,airport,OurAirports
2147,Tabas Airport,Tabas,Iran,TCX,OIMT,33.6678009033,56.8927001953,2312,3.5,E,Asia/Tehran,airport,OurAirports
2148,Kalaleh Airport,Kalaleh,Iran,KLM,OINE,37.3833007812,55.4519996643,425,3.5,E,Asia/Tehran,airport,OurAirports
2151,Ramsar Airport,Ramsar,Iran,RZR,OINR,36.9099006652832,50.67959976196289,-70,3.5,E,Asia/Tehran,airport,OurAirports
2153,Fasa Airport,Fasa,Iran,FAZ,OISF,28.891799926757812,53.72330093383789,4261,3.5,E,Asia/Tehran,airport,OurAirports
2154,Jahrom Airport,Jahrom,Iran,JAR,OISJ,28.586700439499996,53.5791015625,3358,3.5,E,Asia/Tehran,airport,OurAirports
2156,Lamerd Airport,Lamerd,Iran,LFM,OISR,27.3726997375,53.18880081179999,1337,3.5,E,Asia/Tehran,airport,OurAirports
2157,Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,OISS,29.539199829101562,52.58980178833008,4920,3.5,E,Asia/Tehran,airport,OurAirports
2158,Khoy Airport,Khoy,Iran,KHY,OITK,38.4275016784668,44.97359848022461,3981,3.5,E,Asia/Tehran,airport,OurAirports
2162,Tabriz International Airport,Tabriz,Iran,TBZ,OITT,38.1338996887207,46.23500061035156,4459,3.5,E,Asia/Tehran,airport,OurAirports
2163,Zanjan Airport,Zanjan,Iran,JWN,OITZ,36.7737007141,48.3594017029,5382,3.5,E,Asia/Tehran,airport,OurAirports
2164,Shahid Sadooghi Airport,Yazd,Iran,AZD,OIYY,31.9048995972,54.2765007019,4054,3.5,E,Asia/Tehran,airport,OurAirports
2165,Zabol Airport,Zabol,Iran,ACZ,OIZB,31.09830093383789,61.54389953613281,1628,3.5,E,Asia/Tehran,airport,OurAirports
2166,Konarak Airport,Chah Bahar,Iran,ZBR,OIZC,25.443300247199996,60.3820991516,43,3.5,E,Asia/Tehran,airport,OurAirports
2167,Zahedan International Airport,Zahedan,Iran,ZAH,OIZH,29.47570037841797,60.90620040893555,4564,3.5,E,Asia/Tehran,airport,OurAirports
2168,Iran Shahr Airport,Iran Shahr,Iran,IHR,OIZI,27.2360992432,60.7200012207,2040,3.5,E,Asia/Tehran,airport,OurAirports
2170,Queen Alia International Airport,Amman,Jordan,AMM,OJAI,31.7226009369,35.9931983948,2395,2,E,Asia/Amman,airport,OurAirports
2171,Amman-Marka International Airport,Amman,Jordan,ADJ,OJAM,31.972700119018555,35.991600036621094,2555,2,E,Asia/Amman,airport,OurAirports
2172,Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,OJAQ,29.611600875854492,35.01810073852539,175,2,E,Asia/Amman,airport,OurAirports
2175,King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201,2240,2,E,Asia/Amman,airport,OurAirports
2176,Kuwait International Airport,Kuwait,Kuwait,KWI,OKBK,29.226600646972656,47.96889877319336,206,3,U,Asia/Kuwait,airport,OurAirports
2177,Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,OLBA,33.820899963378906,35.488399505615234,87,2,E,Asia/Beirut,airport,OurAirports
2178,Rene Mouawad Air Base,Kleiat,Lebanon,KYE,OLKA,34.589298248291016,36.01129913330078,75,2,E,Asia/Beirut,airport,OurAirports
2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433000564575195,54.651100158691406,88,4,U,Asia/Dubai,airport,OurAirports
2180,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428300857543945,54.458099365234375,16,4,U,Asia/Dubai,airport,OurAirports
2184,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.248199462900004,54.547698974599996,77,4,U,Asia/Dubai,airport,OurAirports
2188,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.2527999878,55.3643989563,62,4,U,Asia/Dubai,airport,OurAirports
2189,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112199783325195,56.32400131225586,152,4,U,Asia/Dubai,airport,OurAirports
2190,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613500595092773,55.93880081176758,102,4,U,Asia/Dubai,airport,OurAirports
2191,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.32859992980957,55.5172004699707,111,4,U,Asia/Dubai,airport,OurAirports
2192,Khasab Air Base,Khasab,Oman,KHS,OOKB,26.17099952697754,56.2406005859375,100,4,U,Asia/Muscat,airport,OurAirports
2193,Masirah Air Base,Masirah,Oman,MSH,OOMA,20.675399780273438,58.890499114990234,64,4,U,Asia/Muscat,airport,OurAirports
2194,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.593299865722656,58.284400939941406,48,4,U,Asia/Muscat,airport,OurAirports
2195,Salalah Airport,Salalah,Oman,SLL,OOSA,17.038700103759766,54.09130096435547,73,4,U,Asia/Muscat,airport,OurAirports
2196,Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.666000366210938,54.024600982666016,1570,4,U,Asia/Muscat,airport,OurAirports
2197,Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,32.056098938,72.94840240479999,600,5,N,Asia/Karachi,airport,OurAirports
2202,Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.364999771118164,72.99479675292969,591,5,N,Asia/Karachi,airport,OurAirports
2203,Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.233299255371094,62.329498291015625,36,5,N,Asia/Karachi,airport,OurAirports
2204,Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.918800354003906,74.33360290527344,4796,5,N,Asia/Karachi,airport,OurAirports
2205,Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.28420066833496,68.44969940185547,185,5,N,Asia/Karachi,airport,OurAirports
2206,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,N,Asia/Karachi,airport,OurAirports
2207,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.5216007232666,74.40360260009766,712,5,N,Asia/Karachi,airport,OurAirports
2209,Mangla Airport,Mangla,Pakistan,XJM,OPMA,33.05009841918945,73.63839721679688,902,5,N,Asia/Karachi,airport,OurAirports
2210,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.3390007019043,73.50859832763672,2691,5,N,Asia/Karachi,airport,OurAirports
2211,Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,32.5630989074707,71.5707015991211,690,5,N,Asia/Karachi,airport,OurAirports
2212,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.3351993560791,68.14309692382812,154,5,N,Asia/Karachi,airport,OurAirports
2214,Multan International Airport,Multan,Pakistan,MUX,OPMT,30.20319938659668,71.41909790039062,403,5,N,Asia/Karachi,airport,OurAirports
2215,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,5,N,Asia/Karachi,airport,OurAirports
2217,Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.954500198364258,64.13249969482422,3289,5,N,Asia/Karachi,airport,OurAirports
2218,Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.29050064086914,63.34510040283203,33,5,N,Asia/Karachi,airport,OurAirports
2219,Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.993900299072266,71.51460266113281,1158,5,N,Asia/Karachi,airport,OurAirports
2221,Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.251399993896484,66.93779754638672,5267,5,N,Asia/Karachi,airport,OurAirports
2222,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.383899688720703,70.27960205078125,271,5,N,Asia/Karachi,airport,OurAirports
2225,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.849700927734375,73.79810333251953,5479,5,N,Asia/Karachi,airport,OurAirports
2227,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.722000122070312,68.79170227050781,196,5,N,Asia/Karachi,airport,OurAirports
2228,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.8135986328125,72.35279846191406,3183,5,N,Asia/Karachi,airport,OurAirports
2229,Sui Airport,Sui,Pakistan,SUL,OPSU,28.645099639892578,69.1769027709961,763,5,N,Asia/Karachi,airport,OurAirports
2230,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.84149932861328,68.8384017944336,28,5,N,Asia/Karachi,airport,OurAirports
2232,Wana Airport,Wana,Pakistan,WAF,OPWN,32.3046989440918,69.57039642333984,4550,5,N,Asia/Karachi,airport,OurAirports
2233,Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.358400344848633,69.4636001586914,4728,5,N,Asia/Karachi,airport,OurAirports
2234,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.549100875854492,47.66210174560547,11,3,U,Asia/Baghdad,airport,OurAirports
2235,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.18069839477539,37.22439956665039,1276,2,E,Asia/Damascus,airport,OurAirports
2236,Damascus International Airport,Damascus,Syria,DAM,OSDI,33.4114990234375,36.51559829711914,2020,2,E,Asia/Damascus,airport,OurAirports
2237,Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,OSDZ,35.2854,40.175999,700,2,E,Asia/Damascus,airport,OurAirports
2239,Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.401100158691406,35.948699951171875,157,2,E,Asia/Damascus,airport,OurAirports
2240,Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898,1322,2,E,Asia/Damascus,airport,OurAirports
2241,Doha International Airport,Doha,Qatar,DIA,OTBD,25.261101,51.565102,35,3,U,Asia/Qatar,airport,OurAirports
2259,Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.4279,118.359001,93,8,U,Asia/Taipei,airport,OurAirports
2262,Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.7549991607666,121.10199737548828,143,8,U,Asia/Taipei,airport,OurAirports
2263,Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.673900604248047,121.46600341796875,28,8,U,Asia/Taipei,airport,OurAirports
2264,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.57710075378418,120.3499984741211,31,8,U,Asia/Taipei,airport,OurAirports
2265,Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.46179962158203,120.39299774169922,85,8,U,Asia/Taipei,airport,OurAirports
2267,Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.027000427246094,121.53500366210938,44,8,U,Asia/Taipei,airport,OurAirports
2268,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.264699935913086,120.62100219726562,663,8,N,Asia/Taipei,airport,OurAirports
2270,Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.95039939880371,120.20600128173828,63,8,U,Asia/Taipei,airport,OurAirports
2271,Hsinchu Air Base,Hsinchu,Taiwan,HSZ,RCPO,24.8180007935,120.939002991,26,8,U,Asia/Taipei,airport,OurAirports
2272,Makung Airport,Makung,Taiwan,MZG,RCQC,23.568700790405273,119.62799835205078,103,8,U,Asia/Taipei,airport,OurAirports
2274,Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.700199127197266,120.48200225830078,97,8,U,Asia/Taipei,airport,OurAirports
2275,Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.069400787353516,121.552001953125,18,8,U,Asia/Taipei,airport,OurAirports
2276,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U,Asia/Taipei,airport,OurAirports
2277,Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.367372512817383,119.50277709960938,115,8,U,Asia/Taipei,airport,OurAirports
2278,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.023099899291992,121.61799621582031,52,8,U,Asia/Taipei,airport,OurAirports
2279,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.7647018433,140.386001587,141,9,U,Asia/Tokyo,airport,OurAirports
2280,Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.16680145263672,137.92300415039062,2182,9,U,Asia/Tokyo,airport,OurAirports
2281,Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.181098938,140.414993286,105,9,U,Asia/Tokyo,airport,OurAirports
2282,Minami Torishima Airport,Minami Tori Shima,Japan,MUS,RJAM,24.2896995544,153.979003906,22,9,U,Asia/Tokyo,airport,OurAirports
2283,Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.784000396728516,141.322998046875,384,9,U,Asia/Tokyo,airport,OurAirports
2284,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.6622009277,135.363998413,298,9,U,Asia/Tokyo,airport,OurAirports
2286,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.7332992554,143.216995239,505,9,U,Asia/Tokyo,airport,OurAirports
2287,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.77519989013672,141.69200134277344,82,9,U,Asia/Tokyo,airport,OurAirports
2288,Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.7700004578,140.822006226,151,9,U,Asia/Tokyo,airport,OurAirports
2290,Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.8805999756,144.164001465,135,9,U,Asia/Tokyo,airport,OurAirports
2291,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.5774993896,144.960006714,234,9,U,Asia/Tokyo,airport,OurAirports
2294,Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.4042015076,141.800994873,30,9,U,Asia/Tokyo,airport,OurAirports
2295,Iki Airport,Iki,Japan,IKI,RJDB,33.7490005493,129.785003662,41,9,U,Asia/Tokyo,airport,OurAirports
2296,Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,RJDC,33.930000305200004,131.279006958,23,9,U,Asia/Tokyo,airport,OurAirports
2297,Tsushima Airport,Tsushima,Japan,TSJ,RJDT,34.2849006653,129.330993652,213,9,U,Asia/Tokyo,airport,OurAirports
2298,Monbetsu Airport,Monbetsu,Japan,MBE,RJEB,44.303901672399995,143.404006958,80,9,U,Asia/Tokyo,airport,OurAirports
2299,Asahikawa Airport,Asahikawa,Japan,AKJ,RJEC,43.670799255371094,142.44700622558594,721,9,U,Asia/Tokyo,airport,OurAirports
2300,Okushiri Airport,Okushiri,Japan,OIR,RJEO,42.0717010498,139.432998657,161,9,U,Asia/Tokyo,airport,OurAirports
2301,Rishiri Airport,Rishiri Island,Japan,RIS,RJER,45.2420005798,141.186004639,112,9,U,Asia/Tokyo,airport,OurAirports
2303,Yakushima Airport,Yakushima,Japan,KUM,RJFC,30.3855991364,130.658996582,124,9,U,Asia/Tokyo,airport,OurAirports
2304,Fukue Airport,Fukue,Japan,FUJ,RJFE,32.66630172729492,128.83299255371094,273,9,U,Asia/Tokyo,airport,OurAirports
2305,Fukuoka Airport,Fukuoka,Japan,FUK,RJFF,33.585899353027344,130.4510040283203,32,9,U,Asia/Tokyo,airport,OurAirports
2306,New Tanegashima Airport,Tanegashima,Japan,TNE,RJFG,30.605100631699997,130.990997314,768,9,U,Asia/Tokyo,airport,OurAirports
2307,Kagoshima Airport,Kagoshima,Japan,KOJ,RJFK,31.80340003967285,130.718994140625,906,9,U,Asia/Tokyo,airport,OurAirports
2308,Miyazaki Airport,Miyazaki,Japan,KMI,RJFM,31.877199173,131.449005127,20,9,U,Asia/Tokyo,airport,OurAirports
2310,Oita Airport,Oita,Japan,OIT,RJFO,33.479400634799994,131.736999512,19,9,U,Asia/Tokyo,airport,OurAirports
2311,Kitakyūshū Airport,Kitakyushu,Japan,KKJ,RJFR,33.8459014893,131.035003662,21,9,U,Asia/Tokyo,airport,OurAirports
